"task_id","scenario","replicate","status","elapsed_seconds","warning_count","warnings","error","output_file"
1,"corrected_marginal_overlap",1,"complete",7.55367588996887,0,"",NA,"/Users/Alfo/Library/CloudStorage/Dropbox/gitgub_repos/manydist_package/spectral_cluster_experiments/revision_r1/full/results/smoke/ef3b14142f/smoke-task-00001.rds"
