"task_key","experiment","condition","state","replicate","data_seed","method","method_label","bandwidth_multiplier","ARI","affinity_sigma","objective","iterations","ifault","distance_seconds","clustering_seconds","error"
"Simulation_3__npg120_profile0-35__decoupled__rep003","Simulation_3","npg120_profile0.35","decoupled",3,26400300,"Gower_SC","Gower",1,-0.00209202850657881,0.49152910248874,69.9932869756381,2,0,0.173999999999978,0.0960000000000036,NA
"Simulation_3__npg120_profile0-35__decoupled__rep003","Simulation_3","npg120_profile0.35","decoupled",3,26400300,"Modified_Gower_SC","Modified Gower",1,-0.00180681165863486,0.442988000563615,68.4651506694023,3,0,2.22299999999996,0.0760000000000218,NA
"Simulation_3__npg120_profile0-35__decoupled__rep003","Simulation_3","npg120_profile0.35","decoupled",3,26400300,"Euclidean_onehot_SC","Euclidean one-hot",1,-0.00203758110236711,13.0223433322458,65.2311707035637,2,0,1.41000000000008,0.0679999999999836,NA
"Simulation_3__npg120_profile0-35__decoupled__rep003","Simulation_3","npg120_profile0.35","decoupled",3,26400300,"Ahmad_Dey_SC","Ahmad--Dey distance",1,0.000731265976994654,0.434442236565255,68.42408359105,2,0,0.119999999999891,0.103000000000065,NA
"Simulation_3__npg120_profile0-35__aligned__rep004","Simulation_3","npg120_profile0.35","aligned",4,26400400,"Gated_active_average_SC","Gated active average",1,0.460694807724955,17.4167860704487,62.0905869961537,3,0,0.00399999999990541,0.105000000000018,NA
"Simulation_3__npg120_profile0-35__aligned__rep004","Simulation_3","npg120_profile0.35","aligned",4,26400400,"Package_no_interaction_SC","Package no interaction",1,0.223577300854528,15.6393894113087,76.5217753734036,2,0,0.00600000000008549,0.081000000000131,NA
"Simulation_3__npg120_profile0-35__aligned__rep004","Simulation_3","npg120_profile0.35","aligned",4,26400400,"Gower_SC","Gower",1,0.360043301479338,0.493324160551235,71.9469322875237,2,0,0.169000000000096,0.0879999999999654,NA
"Simulation_3__npg120_profile0-35__aligned__rep004","Simulation_3","npg120_profile0.35","aligned",4,26400400,"Modified_Gower_SC","Modified Gower",1,0.366351542252887,0.45100698186946,73.5033743435045,3,0,1.61599999999999,0.0950000000000273,NA
"Simulation_3__npg120_profile0-35__aligned__rep004","Simulation_3","npg120_profile0.35","aligned",4,26400400,"Euclidean_onehot_SC","Euclidean one-hot",1,0.458648029501006,13.034080432989,66.4460183880728,2,0,1.37799999999993,0.0919999999998709,NA
"Simulation_3__npg120_profile0-35__aligned__rep004","Simulation_3","npg120_profile0.35","aligned",4,26400400,"Ahmad_Dey_SC","Ahmad--Dey distance",1,0.401519505048633,0.472526272804514,68.4629646403816,2,0,0.163999999999987,0.115999999999985,NA
"Simulation_3__npg120_profile0-35__decoupled__rep004","Simulation_3","npg120_profile0.35","decoupled",4,26400400,"Gated_active_average_SC","Gated active average",1,0.184444791564517,15.6205268247182,75.9599529092613,3,0,0.00900000000001455,0.0730000000000928,NA
"Simulation_3__npg120_profile0-35__decoupled__rep004","Simulation_3","npg120_profile0.35","decoupled",4,26400400,"Package_no_interaction_SC","Package no interaction",1,0.184444791564517,15.6205268247182,75.9599529092613,3,0,0.00400000000013279,0.245999999999867,NA
"Simulation_3__npg120_profile0-35__decoupled__rep004","Simulation_3","npg120_profile0.35","decoupled",4,26400400,"Gower_SC","Gower",1,-0.00222565782454015,0.49247444563319,74.3150560106539,3,0,0.160999999999831,0.0710000000001401,NA
"Simulation_3__npg120_profile0-35__decoupled__rep004","Simulation_3","npg120_profile0.35","decoupled",4,26400400,"Modified_Gower_SC","Modified Gower",1,0.000140620628366364,0.448024861546011,75.1293078252313,3,0,2.33100000000013,0.06899999999996,NA
"Simulation_3__npg120_profile0-35__decoupled__rep004","Simulation_3","npg120_profile0.35","decoupled",4,26400400,"Euclidean_onehot_SC","Euclidean one-hot",1,-0.000847792440850492,13.0198935108053,70.728892500856,3,0,1.73800000000006,0.0650000000000546,NA
"Simulation_3__npg120_profile0-35__decoupled__rep004","Simulation_3","npg120_profile0.35","decoupled",4,26400400,"Ahmad_Dey_SC","Ahmad--Dey distance",1,0.000609630432906535,0.417493227560856,70.0470599517806,3,0,0.0899999999999181,0.06899999999996,NA
"Simulation_3__npg120_profile0-35__aligned__rep005","Simulation_3","npg120_profile0.35","aligned",5,26400500,"Gated_active_average_SC","Gated active average",1,0.506154865049011,18.0593289285481,63.6154566048612,3,0,0.00300000000015643,0.0660000000000309,NA
"Simulation_3__npg120_profile0-35__aligned__rep005","Simulation_3","npg120_profile0.35","aligned",5,26400500,"Package_no_interaction_SC","Package no interaction",1,0.378474757769564,16.1612741948649,66.0021833660222,2,0,0.00699999999983447,0.261999999999944,NA
"Simulation_3__npg120_profile0-35__aligned__rep005","Simulation_3","npg120_profile0.35","aligned",5,26400500,"Gower_SC","Gower",1,0.338362854307857,0.49230451281915,67.2534287080822,3,0,0.148000000000138,0.0640000000000782,NA
"Simulation_3__npg120_profile0-35__aligned__rep005","Simulation_3","npg120_profile0.35","aligned",5,26400500,"Modified_Gower_SC","Modified Gower",1,0.309391652804066,0.445587360844453,68.4630909613756,2,0,1.28099999999995,0.0640000000000782,NA
"Simulation_3__npg120_profile0-35__aligned__rep005","Simulation_3","npg120_profile0.35","aligned",5,26400500,"Euclidean_onehot_SC","Euclidean one-hot",1,0.424971035454781,13.0365918194303,65.1315663522848,3,0,0.961999999999989,0.0619999999998981,NA
"Simulation_3__npg120_profile0-35__aligned__rep005","Simulation_3","npg120_profile0.35","aligned",5,26400500,"Ahmad_Dey_SC","Ahmad--Dey distance",1,0.290089056505202,0.59830198347634,78.2340618194143,2,0,0.105999999999995,0.0710000000001401,NA
"Simulation_3__npg120_profile0-35__decoupled__rep005","Simulation_3","npg120_profile0.35","decoupled",5,26400500,"Gated_active_average_SC","Gated active average",1,0.318703952925411,16.139904602803,65.8295841566612,2,0,0.00299999999992906,0.0670000000000073,NA
"Simulation_3__npg120_profile0-35__decoupled__rep005","Simulation_3","npg120_profile0.35","decoupled",5,26400500,"Package_no_interaction_SC","Package no interaction",1,0.318703952925411,16.139904602803,65.8295841566612,2,0,0.128000000000156,0.291999999999916,NA
"Simulation_3__npg120_profile0-35__decoupled__rep005","Simulation_3","npg120_profile0.35","decoupled",5,26400500,"Gower_SC","Gower",1,-0.00143184608092175,0.492052438009719,67.8832059767238,3,0,0.0889999999999418,0.0679999999999836,NA
"Simulation_3__npg120_profile0-35__decoupled__rep005","Simulation_3","npg120_profile0.35","decoupled",5,26400500,"Modified_Gower_SC","Modified Gower",1,-0.000361113080023271,0.443076189581909,68.7084913172887,2,0,1.06899999999996,0.0640000000000782,NA
"Simulation_3__npg120_profile0-35__decoupled__rep005","Simulation_3","npg120_profile0.35","decoupled",5,26400500,"Euclidean_onehot_SC","Euclidean one-hot",1,-0.0033660455937158,13.0256417616083,66.5381734588918,2,0,0.991999999999962,0.0619999999998981,NA
"Simulation_3__npg120_profile0-35__decoupled__rep005","Simulation_3","npg120_profile0.35","decoupled",5,26400500,"Ahmad_Dey_SC","Ahmad--Dey distance",1,-0.00420073492442826,0.547198938025282,78.5763679902226,3,0,0.0980000000001837,0.0670000000000073,NA
