"task_id","scenario","replicate","status","elapsed_seconds","warning_count","warnings","error","output_file"
1,"corrected_marginal_overlap",1,"complete",9.31369686126709,0,"",NA,"/Users/Alfo/Library/CloudStorage/Dropbox/gitgub_repos/manydist_package/spectral_cluster_experiments/revision_r1/full/results/smoke/59e3500bd1/smoke-task-00001.rds"
251,"nonlinear_interaction",1,"complete",7.6356680393219,0,"",NA,"/Users/Alfo/Library/CloudStorage/Dropbox/gitgub_repos/manydist_package/spectral_cluster_experiments/revision_r1/full/results/smoke/59e3500bd1/smoke-task-00251.rds"
301,"null_interaction",1,"complete",5.70516014099121,0,"",NA,"/Users/Alfo/Library/CloudStorage/Dropbox/gitgub_repos/manydist_package/spectral_cluster_experiments/revision_r1/full/results/smoke/59e3500bd1/smoke-task-00301.rds"
851,"pi_nn_sensitivity",1,"complete",5.04534006118774,0,"",NA,"/Users/Alfo/Library/CloudStorage/Dropbox/gitgub_repos/manydist_package/spectral_cluster_experiments/revision_r1/full/results/smoke/59e3500bd1/smoke-task-00851.rds"
1151,"submitted_sim1_balanced",1,"complete",17.3849718570709,0,"",NA,"/Users/Alfo/Library/CloudStorage/Dropbox/gitgub_repos/manydist_package/spectral_cluster_experiments/revision_r1/full/results/smoke/59e3500bd1/smoke-task-01151.rds"
1251,"submitted_sim1_categorical_dominant",1,"complete",18.1003720760345,0,"",NA,"/Users/Alfo/Library/CloudStorage/Dropbox/gitgub_repos/manydist_package/spectral_cluster_experiments/revision_r1/full/results/smoke/59e3500bd1/smoke-task-01251.rds"
1351,"submitted_sim1_numeric_dominant",1,"complete",16.6785778999329,0,"",NA,"/Users/Alfo/Library/CloudStorage/Dropbox/gitgub_repos/manydist_package/spectral_cluster_experiments/revision_r1/full/results/smoke/59e3500bd1/smoke-task-01351.rds"
1451,"submitted_sim1_numeric_noise",1,"complete",18.1462020874023,0,"",NA,"/Users/Alfo/Library/CloudStorage/Dropbox/gitgub_repos/manydist_package/spectral_cluster_experiments/revision_r1/full/results/smoke/59e3500bd1/smoke-task-01451.rds"
1551,"submitted_sim2_interaction",1,"complete",7.31280207633972,0,"",NA,"/Users/Alfo/Library/CloudStorage/Dropbox/gitgub_repos/manydist_package/spectral_cluster_experiments/revision_r1/full/results/smoke/59e3500bd1/smoke-task-01551.rds"
