"scenario","param_adjacent_overlap","param_ar1_rho","param_categorical_accuracy","param_categorical_contamination","param_family","param_interaction_state","param_k","param_moon_noise_sd","param_n","param_n_per_moon","param_p_numeric","param_p_numeric_noise","param_p_numeric_signal","param_q_categorical","param_q_categorical_noise","param_q_categorical_signal","setting_id","prop_nn","rho","numeric_block_weight","method","method_label","affinity","attempted_replicates","successful_results","mean_ARI","median_ARI","sd_ARI","mcse_mean_ARI"
"submitted_sim1_numeric_dominant",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA,1,0.1,0.1,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","gaussian",1,1,0.665632181938778,0.665632181938778,NA,NA
"submitted_sim1_numeric_dominant",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA,1,0.1,0.1,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","selftune",1,1,1,1,NA,NA
"submitted_sim1_numeric_dominant",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA,1,0.1,0.1,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","gaussian",1,1,0.97648748480933,0.97648748480933,NA,NA
"submitted_sim1_numeric_dominant",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA,1,0.1,0.1,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","selftune",1,1,0.634272149250754,0.634272149250754,NA,NA
"submitted_sim1_numeric_dominant",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA,1,0.1,0.1,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","gaussian",1,1,0.97648748480933,0.97648748480933,NA,NA
"submitted_sim1_numeric_dominant",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA,1,0.1,0.1,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","selftune",1,1,0.97648748480933,0.97648748480933,NA,NA
"submitted_sim1_numeric_dominant",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA,1,0.1,0.1,1,"Gower_SC","Gower dissimilarity (spectral clustering)","gaussian",1,1,0.944095410499414,0.944095410499414,NA,NA
"submitted_sim1_numeric_dominant",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA,1,0.1,0.1,1,"Gower_SC","Gower dissimilarity (spectral clustering)","selftune",1,1,0.97648748480933,0.97648748480933,NA,NA
"submitted_sim1_numeric_dominant",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA,1,0.1,0.1,1,"KPrototypes","k-prototypes","not_applicable",1,1,1,1,NA,NA
"submitted_sim1_numeric_dominant",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA,1,0.1,0.1,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","gaussian",1,1,0.97648748480933,0.97648748480933,NA,NA
"submitted_sim1_numeric_dominant",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA,1,0.1,0.1,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","selftune",1,1,0.97648748480933,0.97648748480933,NA,NA
"submitted_sim1_numeric_dominant",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA,1,0.1,0.1,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","gaussian",1,1,0.883280974246925,0.883280974246925,NA,NA
"submitted_sim1_numeric_dominant",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA,1,0.1,0.1,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","selftune",1,1,0.693623476367841,0.693623476367841,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"AB_BW_R1_interaction_SC","AB-BW R1 with interaction (spectral clustering)","gaussian",1,1,0.508869303731666,0.508869303731666,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"AB_BW_R1_interaction_SC","AB-BW R1 with interaction (spectral clustering)","selftune",1,1,0.709872403084987,0.709872403084987,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","gaussian",1,1,0.475469094177363,0.475469094177363,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","selftune",1,1,0.709872403084987,0.709872403084987,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","gaussian",1,1,0.935384893704639,0.935384893704639,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","selftune",1,1,0.719724454009431,0.719724454009431,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","gaussian",1,1,1,1,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","selftune",1,1,1,1,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"Gower_SC","Gower dissimilarity (spectral clustering)","gaussian",1,1,0.935384893704639,0.935384893704639,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"Gower_SC","Gower dissimilarity (spectral clustering)","selftune",1,1,0.773718005020271,0.773718005020271,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"KPrototypes","k-prototypes","not_applicable",1,1,1,1,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","gaussian",1,1,1,1,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","selftune",1,1,0.848485204266131,0.848485204266131,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","gaussian",1,1,0.773718005020271,0.773718005020271,NA,NA
"submitted_sim1_numeric_noise",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA,1,0.1,0.0666666666666667,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","selftune",1,1,0.773718005020271,0.773718005020271,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"AB_BW_R1_interaction_SC","AB-BW R1 with interaction (spectral clustering)","gaussian",1,1,0.281179573166986,0.281179573166986,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"AB_BW_R1_interaction_SC","AB-BW R1 with interaction (spectral clustering)","selftune",1,1,0.257538528086434,0.257538528086434,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","gaussian",1,1,0.276835870923417,0.276835870923417,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","selftune",1,1,0.258090660233594,0.258090660233594,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","gaussian",1,1,0.954230043366047,0.954230043366047,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","selftune",1,1,0.475199576840787,0.475199576840787,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","gaussian",1,1,0.26356926363198,0.26356926363198,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","selftune",1,1,0.441340199904441,0.441340199904441,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"Gower_SC","Gower dissimilarity (spectral clustering)","gaussian",1,1,0.274003504602308,0.274003504602308,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"Gower_SC","Gower dissimilarity (spectral clustering)","selftune",1,1,0.328688592071743,0.328688592071743,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"KPrototypes","k-prototypes","not_applicable",1,1,0.594851458980367,0.594851458980367,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","gaussian",1,1,0.367413249050899,0.367413249050899,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","selftune",1,1,0.61859292873838,0.61859292873838,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","gaussian",1,1,0.637137814717133,0.637137814717133,NA,NA
"submitted_sim2_interaction",NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA,1,0.1,0.333333333333333,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","selftune",1,1,0.819354323344027,0.819354323344027,NA,NA
