"task_id","variable","prop_nn","rho","numeric_block_weight","tvd_level_mean","interaction_level_mean","tvd_observation_mean","interaction_observation_mean_raw","interaction_observation_mean_gated","interaction_gate_statistic","interaction_gate_p_value","interaction_detected","scenario","replicate","setting_id","param_adjacent_overlap","param_ar1_rho","param_categorical_accuracy","param_categorical_contamination","param_family","param_interaction_state","param_k","param_moon_noise_sd","param_n","param_n_per_moon","param_p_numeric","param_p_numeric_noise","param_p_numeric_signal","param_q_categorical","param_q_categorical_noise","param_q_categorical_signal"
1151,"C1",0.1,0.0666666666666667,1,0.868386243386243,0.537037037037037,0.421508828250402,0.260674157303371,0.260674157303371,0.537037037037037,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C2",0.1,0.0666666666666667,1,0.903661464585835,0.494747899159664,0.429605849830569,0.235205992509363,0.235205992509363,0.494747899159664,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C3",0.1,0.0666666666666667,1,0.923444976076555,0.456140350877193,0.433707865168538,0.214232209737827,0.214232209737827,0.456140350877193,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C4",0.1,0.0666666666666667,1,0.923444976076555,0.456140350877193,0.433707865168538,0.214232209737827,0.214232209737827,0.456140350877193,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C5",0.1,0.0666666666666667,1,0.886779711884754,0.447478991596639,0.421580167647582,0.212734082397004,0.212734082397004,0.447478991596639,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C6",0.1,0.0666666666666667,1,0.941348522167488,0.482758620689655,0.436240413768503,0.223720349563046,0.223720349563046,0.482758620689655,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C7",0.1,0.0666666666666667,1,0.91660970608339,0.473684210526316,0.430497592295344,0.222471910112359,0.222471910112359,0.473684210526316,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C8",0.1,0.0666666666666667,1,0.900285114045619,0.566176470588235,0.428000713393972,0.26916354556804,0.26916354556804,0.566176470588235,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C9",0.1,0.0666666666666667,1,0.930957512315271,0.448275862068966,0.431425004458713,0.207740324594257,0.207740324594257,0.448275862068966,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C10",0.1,0.0666666666666667,1,0.95,0.433333333333333,0.42696629213483,0.194756554307115,0.194756554307115,0.433333333333333,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C11",0.1,0.0666666666666667,1,0.95,0.433333333333333,0.42696629213483,0.194756554307115,0.194756554307115,0.433333333333333,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C12",0.1,0.0666666666666667,1,0.942857142857143,0.4,0.423756019261637,0.179775280898876,0.179775280898876,0.4,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C13",0.1,0.0666666666666667,1,0.95,0.433333333333333,0.42696629213483,0.194756554307115,0.194756554307115,0.433333333333333,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C14",0.1,0.0666666666666667,1,0.934331797235023,0.544930875576037,0.404993757802746,0.236204744069914,0.236204744069914,0.544930875576037,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"C15",0.1,0.0666666666666667,1,0.934331797235023,0.544930875576037,0.404993757802746,0.236204744069914,0.236204744069914,0.544930875576037,0.01,TRUE,"submitted_sim1_balanced",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1251,"C1",0.1,0.05,1,0.887853605305128,0.701754385964912,0.41699191799724,0.329588014981274,0.329588014981274,0.701754385964912,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C2",0.1,0.05,1,0.864993365767359,0.845588235294118,0.411222813588278,0.401997503121098,0.401997503121098,0.845588235294118,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C3",0.1,0.05,1,0.887853605305128,0.701754385964912,0.41699191799724,0.329588014981274,0.329588014981274,0.701754385964912,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C4",0.1,0.05,1,0.882817090573323,0.736842105263158,0.414626453774887,0.346067415730337,0.346067415730337,0.736842105263158,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C5",0.1,0.05,1,0.925584875255388,0.76271186440678,0.422695315066692,0.348314606741573,0.348314606741573,0.76271186440678,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C6",0.1,0.05,1,0.925584875255388,0.76271186440678,0.422695315066692,0.348314606741573,0.348314606741573,0.76271186440678,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C7",0.1,0.05,1,0.897005444646098,0.627155172413793,0.415690912674944,0.29063670411985,0.29063670411985,0.627155172413793,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C8",0.1,0.05,1,0.94870726845378,0.736009044657999,0.419041986989948,0.325093632958801,0.325093632958801,0.736009044657999,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C9",0.1,0.05,1,0.937719298245614,0.7,0.421446875616009,0.314606741573034,0.314606741573034,0.7,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C10",0.1,0.05,1,0.94870726845378,0.736009044657999,0.419041986989948,0.325093632958801,0.325093632958801,0.736009044657999,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C11",0.1,0.05,1,0.94870726845378,0.736009044657999,0.419041986989948,0.325093632958801,0.325093632958801,0.736009044657999,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C12",0.1,0.05,1,0.919252625628514,0.619559072922555,0.406031933767001,0.273657927590511,0.273657927590511,0.619559072922555,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C13",0.1,0.05,1,0.906140350877193,0.616666666666667,0.407254090281886,0.277153558052434,0.277153558052434,0.616666666666667,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C14",0.1,0.05,1,0.95306815425661,0.722350230414746,0.41311518496616,0.313108614232209,0.313108614232209,0.722350230414746,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C15",0.1,0.05,1,0.939425175842833,0.738479262672811,0.407201524410278,0.320099875156056,0.320099875156056,0.738479262672811,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C16",0.1,0.05,1,0.953216374269006,0.777777777777778,0.404849201655827,0.330337078651686,0.330337078651686,0.777777777777778,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C17",0.1,0.05,1,0.953216374269006,0.777777777777778,0.404849201655827,0.330337078651686,0.330337078651686,0.777777777777778,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C18",0.1,0.05,1,0.953216374269006,0.777777777777778,0.404849201655827,0.330337078651686,0.330337078651686,0.777777777777778,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C19",0.1,0.05,1,0.953216374269006,0.777777777777778,0.404849201655827,0.330337078651686,0.330337078651686,0.777777777777778,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"C20",0.1,0.05,1,0.932641099639999,0.736009044657999,0.411945594322885,0.325093632958801,0.325093632958801,0.736009044657999,0.01,TRUE,"submitted_sim1_categorical_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1351,"C1",0.1,0.1,1,0.920634920634921,0.145454545454546,0.442502427521154,0.0699126092384521,0,0.145454545454546,0.16,FALSE,"submitted_sim1_numeric_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"C2",0.1,0.1,1,0.961899698741804,0.0877192982456141,0.451768622555141,0.0411985018726592,0,0.0877192982456141,0.33,FALSE,"submitted_sim1_numeric_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"C3",0.1,0.1,1,0.961899698741804,0.0877192982456141,0.451768622555141,0.0411985018726592,0,0.0877192982456141,0.33,FALSE,"submitted_sim1_numeric_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"C4",0.1,0.1,1,0.968869731800766,0.0862068965517242,0.448994312664725,0.0399500624219725,0,0.0862068965517242,0.33,FALSE,"submitted_sim1_numeric_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"C5",0.1,0.1,1,0.968869731800766,0.0862068965517242,0.448994312664725,0.0399500624219725,0,0.0862068965517242,0.33,FALSE,"submitted_sim1_numeric_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"C6",0.1,0.1,1,0.961899698741804,0.0877192982456141,0.451768622555141,0.0411985018726592,0,0.0877192982456141,0.33,FALSE,"submitted_sim1_numeric_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"C7",0.1,0.1,1,0.952705938697318,0.0862068965517242,0.441503675960606,0.0399500624219725,0,0.0862068965517242,0.33,FALSE,"submitted_sim1_numeric_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"C8",0.1,0.1,1,0.971751412429378,0.0847457627118644,0.443778610070743,0.0387016229712859,0,0.0847457627118644,0.33,FALSE,"submitted_sim1_numeric_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"C9",0.1,0.1,1,0.945950735424419,0.0877192982456141,0.444277985851021,0.0411985018726592,0,0.0877192982456141,0.33,FALSE,"submitted_sim1_numeric_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"C10",0.1,0.1,1,0.971751412429378,0.0847457627118644,0.443778610070743,0.0387016229712859,0,0.0847457627118644,0.33,FALSE,"submitted_sim1_numeric_dominant",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1451,"C1",0.1,0.0666666666666667,1,0.897501274859765,0.509433962264151,0.439450686641697,0.249438202247192,0.249438202247192,0.509433962264151,0.01,TRUE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C2",0.1,0.0666666666666667,1,0.878325621746674,0.5,0.433351168182629,0.246691635455681,0.246691635455681,0.5,0.01,TRUE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C3",0.1,0.0666666666666667,1,0.92987012987013,0.490909090909091,0.446941323345818,0.235955056179775,0.235955056179775,0.490909090909091,0.01,TRUE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C4",0.1,0.0666666666666667,1,0.911375661375661,0.518518518518519,0.442375601926163,0.251685393258427,0.251685393258427,0.518518518518519,0.01,TRUE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C5",0.1,0.0666666666666667,1,0.92987012987013,0.509090909090909,0.446941323345818,0.244694132334581,0.244694132334581,0.509090909090909,0.01,TRUE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C6",0.1,0.0666666666666667,1,0.946428571428571,0.5,0.449937578027464,0.237702871410736,0.237702871410736,0.5,0.01,TRUE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C7",0.1,0.0666666666666667,1,0.957621326042378,0.280701754385965,0.44975922953451,0.131835205992509,0,0.280701754385965,0.05,FALSE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C8",0.1,0.0666666666666667,1,0.957621326042378,0.280701754385965,0.44975922953451,0.131835205992509,0,0.280701754385965,0.05,FALSE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C9",0.1,0.0666666666666667,1,0.93028024606972,0.263157894736842,0.436918138041734,0.123595505617977,0,0.263157894736842,0.05,FALSE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C10",0.1,0.0666666666666667,1,0.939675870348139,0.517857142857143,0.44672730515427,0.246192259675405,0.246192259675405,0.517857142857143,0.01,TRUE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C11",0.1,0.0666666666666667,1,0.95635775862069,0.275862068965517,0.443196004993758,0.127840199750312,0,0.275862068965517,0.05,FALSE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C12",0.1,0.0666666666666667,1,0.916609706083391,0.280701754385965,0.430497592295344,0.131835205992509,0,0.280701754385965,0.05,FALSE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C13",0.1,0.0666666666666667,1,0.95635775862069,0.275862068965517,0.443196004993758,0.127840199750312,0,0.275862068965517,0.05,FALSE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C14",0.1,0.0666666666666667,1,0.945637741154417,0.288135593220339,0.431853040841805,0.131585518102372,0,0.288135593220339,0.04,FALSE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"C15",0.1,0.0666666666666667,1,0.942122939935952,0.288135593220339,0.430247904405207,0.131585518102372,0,0.288135593220339,0.04,FALSE,"submitted_sim1_numeric_noise",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1551,"C1",0.1,0.333333333333333,1,0.074074074074074,0.416666666666667,0.044943820224719,0.278651685393258,0.278651685393258,0.555555555555556,0.01,TRUE,"submitted_sim2_interaction",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"C2",0.1,0.333333333333333,1,0.0902777777777778,0.888888888888889,0.0292134831460675,0.287640449438202,0.287640449438202,0.888888888888889,0.01,TRUE,"submitted_sim2_interaction",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"C3",0.1,0.333333333333333,1,0.0509259259259259,0,0.0247191011235955,0,0,0,1,FALSE,"submitted_sim2_interaction",1,1,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
