"task_id","scenario","condition_id","replicate","data_seed","setting_id","n","k","prop_nn","rho","numeric_block_weight","method","method_label","affinity","ARI","objective","iterations","ifault","affinity_scale","affinity_neighbor_rank","distance_seconds","clustering_seconds","error","param_adjacent_overlap","param_ar1_rho","param_categorical_accuracy","param_categorical_contamination","param_family","param_interaction_state","param_k","param_moon_noise_sd","param_n","param_n_per_moon","param_p_numeric","param_p_numeric_noise","param_p_numeric_signal","param_q_categorical","param_q_categorical_noise","param_q_categorical_signal"
1151,"submitted_sim1_balanced",1,1,27291901,1,90,3,0.1,0.0666666666666667,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","selftune",0.773718005020271,0.739299324069097,2,0,0.0492523570534581,7,0.338999999999999,0.00900000000000034,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"submitted_sim1_balanced",1,1,27291901,1,90,3,0.1,0.0666666666666667,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","gaussian",0.935384893704639,3.62624645076467,2,0,0.394772335054263,NA,3.056,0.00399999999999956,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"submitted_sim1_balanced",1,1,27291901,1,90,3,0.1,0.0666666666666667,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","selftune",0.545986025789618,3.74516732360279,2,0,0.119595100280697,7,3.056,0.00600000000000023,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1151,"submitted_sim1_balanced",1,1,27291901,1,90,3,0.1,0.0666666666666667,1,"KPrototypes","k-prototypes","not_applicable",1,2471.81158118946,6,NA,NA,NA,NA,5.061,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","15","15",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"AB_BW_R1_interaction_SC","AB-BW R1 with interaction (spectral clustering)","gaussian",1,2.00412698647931,2,0,15.557600122976,NA,8.495,0.0249999999999986,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"AB_BW_R1_interaction_SC","AB-BW R1 with interaction (spectral clustering)","selftune",1,2.18524557151691,2,0,7.62554751870651,7,8.495,0.0080000000000009,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","gaussian",1,1.97713644020839,2,0,15.4784786059481,NA,8.495,0.00399999999999956,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","selftune",1,1.96010184567666,2,0,7.62554751870651,7,8.495,0.00600000000000023,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","gaussian",0.711040929246236,3.61828536373601,1,0,25.8756445550626,NA,0.538,0.00400000000000134,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","selftune",1,0.450183036580924,2,0,4.25337752808184,7,0.538,0.004999999999999,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"Gower_SC","Gower dissimilarity (spectral clustering)","gaussian",0.711040929246236,3.78588547461699,2,0,0.247483988924734,NA,0.0980000000000008,0.00399999999999956,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"Gower_SC","Gower dissimilarity (spectral clustering)","selftune",1,0.0198918813074627,2,0,0.0367396477621731,7,0.0980000000000008,0.00600000000000023,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","gaussian",1,1.81179461191586,2,0,8.06254298077475,NA,0.121,0.00399999999999956,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","selftune",1,0.0234950988398154,2,0,1.72346549348025,7,0.121,0.00600000000000023,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","gaussian",0.692804353122716,0.59901369635086,1,0,0.211249625712272,NA,0.228,0.00399999999999956,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","selftune",0.711040929246236,0.236481771878868,2,0,0.0242085233365434,7,0.228,0.004999999999999,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","gaussian",0.711040929246236,1.13374079780171,1,0,0.295341132448868,NA,1.914,0.0080000000000009,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","selftune",0.711040929246236,1.43553754855367,2,0,0.0731056549039081,7,1.914,0.00500000000000078,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1251,"submitted_sim1_categorical_dominant",1,1,27391901,1,90,3,0.1,0.05,1,"KPrototypes","k-prototypes","not_applicable",1,1716.04316406279,2,NA,NA,NA,NA,6.454,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","10","20",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"AB_BW_R1_interaction_SC","AB-BW R1 with interaction (spectral clustering)","gaussian",0.665632181938778,9.72685942937226,2,0,25.2195474271675,NA,2.786,0.0370000000000008,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"AB_BW_R1_interaction_SC","AB-BW R1 with interaction (spectral clustering)","selftune",1,4.30154735209458,2,0,17.4677388128313,7,2.786,0.00900000000000034,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","gaussian",0.665632181938778,9.72685942937226,2,0,25.2195474271675,NA,2.786,0.00399999999999956,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","selftune",1,4.30154735209458,2,0,17.4677388128313,7,2.786,0.00900000000000034,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","gaussian",0.97648748480933,2.66897476168256,2,0,19.1049289214216,NA,0.795,0.004999999999999,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","selftune",0.97648748480933,1.14739316667639,2,0,8.92677134564224,7,0.795,0.00700000000000145,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"Gower_SC","Gower dissimilarity (spectral clustering)","gaussian",0.944095410499414,4.33965834960463,2,0,0.338311637388886,NA,0.12,0.00399999999999956,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"Gower_SC","Gower dissimilarity (spectral clustering)","selftune",0.97648748480933,0.643144008260851,2,0,0.0789584832469645,7,0.12,0.0080000000000009,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","gaussian",0.97648748480933,3.07594526775593,2,0,9.39194748458072,NA,0.159000000000001,0.00399999999999956,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","selftune",0.97648748480933,0.596085289265436,2,0,2.68057489954965,7,0.159000000000001,0.00600000000000023,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","gaussian",0.883280974246925,4.72206010960683,3,0,0.37589975532674,NA,0.576,0.00400000000000134,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","selftune",0.693623476367841,2.2029110993033,1,0,0.122578123676468,7,0.576,0.00799999999999912,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","gaussian",0.97648748480933,3.54507026601019,2,0,0.446478666407308,NA,4.364,0.00500000000000078,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","selftune",0.634272149250754,5.88533042756865,2,0,0.181750030376738,7,4.364,0.00600000000000023,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1351,"submitted_sim1_numeric_dominant",1,1,27491901,1,90,3,0.1,0.1,1,"KPrototypes","k-prototypes","not_applicable",1,2802.33017513439,3,NA,NA,NA,NA,7.554,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"0","20","10",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"AB_BW_R1_interaction_SC","AB-BW R1 with interaction (spectral clustering)","gaussian",0.508869303731666,10.1684378712034,2,0,26.5195323603562,NA,3.948,0.0559999999999992,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"AB_BW_R1_interaction_SC","AB-BW R1 with interaction (spectral clustering)","selftune",0.709872403084987,8.2002752047699,2,0,17.4031924040579,7,3.948,0.0129999999999999,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","gaussian",0.475469094177363,10.3097715336321,2,0,26.4786444765818,NA,3.948,0.00500000000000078,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","selftune",0.709872403084987,8.21889068137463,2,0,17.4031924040579,7,3.948,0.00999999999999979,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","gaussian",1,3.64008074934656,2,0,24.2137874315124,NA,0.796,0.00399999999999956,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","selftune",0.848485204266131,3.9500984940059,2,0,11.0980443149212,7,0.796,0.00699999999999967,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"Gower_SC","Gower dissimilarity (spectral clustering)","gaussian",0.935384893704639,4.8429675416804,2,0,0.328125406299518,NA,0.188000000000001,0.00600000000000023,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"Gower_SC","Gower dissimilarity (spectral clustering)","selftune",0.773718005020271,2.71867099728429,2,0,0.0889648267703997,7,0.188000000000001,0.00699999999999967,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","gaussian",1,3.7877235193076,2,0,9.74022588830563,NA,0.283,0.00900000000000034,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","selftune",1,2.36288359846804,2,0,3.37110982964549,7,0.283,0.00600000000000023,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","gaussian",0.773718005020271,2.36486152884606,2,0,0.303517953009552,NA,0.450000000000001,0.00400000000000134,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","selftune",0.773718005020271,1.97306136711729,2,0,0.0616997364615149,7,0.450000000000001,0.00699999999999967,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","gaussian",0.935384893704639,4.57150424063267,2,0,0.408706716581217,NA,5.787,0.00600000000000023,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","selftune",0.719724454009431,3.00566322703749,2,0,0.139442116823373,7,5.787,0.00799999999999912,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1451,"submitted_sim1_numeric_noise",1,1,27591901,1,90,3,0.1,0.0666666666666667,1,"KPrototypes","k-prototypes","not_applicable",1,2364.15717100237,5,NA,NA,NA,NA,6.311,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,NA,"5","15","15",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"AB_BW_R1_interaction_SC","AB-BW R1 with interaction (spectral clustering)","gaussian",0.281179573166986,12.5388454604327,2,0,6.1960346141448,NA,1.484,0.0330000000000004,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"AB_BW_R1_interaction_SC","AB-BW R1 with interaction (spectral clustering)","selftune",0.257538528086434,14.5104114687918,2,0,2.95043474832768,7,1.484,0.016,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","gaussian",0.276835870923417,13.463552288066,2,0,6.01671849899022,NA,1.484,0.00400000000000045,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"AB_BW_R1_no_interaction_SC","AB-BW R1 without interaction (spectral clustering)","selftune",0.258090660233594,14.3726113738886,2,0,2.87998349699336,7,1.484,0.00800000000000001,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","gaussian",0.367413249050899,12.121769555583,3,0,5.62298319181541,NA,0.481,0.00499999999999989,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"Legacy_u_dep_interaction_SC","Legacy u_dep interaction implementation (spectral clustering)","selftune",0.61859292873838,4.23098141015873,3,0,2.91194605776236,7,0.481,0.00999999999999979,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"Gower_SC","Gower dissimilarity (spectral clustering)","gaussian",0.274003504602308,11.1203841827845,2,0,0.308031198561313,NA,0.056,0.00900000000000034,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"Gower_SC","Gower dissimilarity (spectral clustering)","selftune",0.328688592071743,5.56599986239118,2,0,0.137693576627974,7,0.056,0.00699999999999967,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","gaussian",0.26356926363198,9.02738995731164,2,0,4.85150834128313,NA,0.134,0.00800000000000001,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"Euclidean_onehot_SC","Standardized Euclidean one-hot dissimilarity (spectral clustering)","selftune",0.441340199904441,10.0365798275876,2,0,2.9590152954265,7,0.134,0.0149999999999997,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","gaussian",0.637137814717133,8.03870152188768,2,0,0.625631748409453,NA,0.106999999999999,0.00600000000000023,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"Modified_Gower_SC","Feature-weighted modified Gower dissimilarity (spectral clustering)","selftune",0.819354323344027,3.91754956239652,2,0,0.182300513681713,7,0.106999999999999,0.00599999999999934,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","gaussian",0.954230043366047,9.71890967070701,2,0,0.606627567582124,NA,0.433000000000001,0.00900000000000034,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"DKSS_SC","DKSS dependency-aware dissimilarity (spectral clustering)","selftune",0.475199576840787,5.36592529569595,2,0,0.32503866388288,7,0.433000000000001,0.00899999999999945,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
1551,"submitted_sim2_interaction",1,1,27691901,1,90,3,0.1,0.333333333333333,1,"KPrototypes","k-prototypes","not_applicable",0.594851458980367,782.841676071282,17,NA,NA,NA,NA,4.274,NA,NA,NA,NA,NA,NA,NA,"3",NA,"90",NA,"6",NA,NA,"3",NA,NA
