"task_key","experiment","condition","state","replicate","data_seed","method","method_label","bandwidth_multiplier","ARI","affinity_sigma","objective","iterations","ifault","distance_seconds","clustering_seconds","error"
"Simulation_2__n500__interaction__rep005","Simulation_2","n500","interaction",5,26300500,"Package_no_interaction_SC","Package no interaction",1,0.257661270622118,4.987500570747,61.9454494081053,2,0,0.0099999999999909,0.167000000000002,NA
"Simulation_2__n500__interaction__rep005","Simulation_2","n500","interaction",5,26300500,"Gower_SC","Gower",1,0.256899004134674,0.308974206258901,46.3218505036202,2,0,0.0900000000000034,0.210000000000008,NA
"Simulation_2__n500__interaction__rep005","Simulation_2","n500","interaction",5,26300500,"Modified_Gower_SC","Modified Gower",1,0.674217897614308,0.601206399198994,27.5492193742362,2,0,1.131,0.216999999999985,NA
"Simulation_2__n500__interaction__rep005","Simulation_2","n500","interaction",5,26300500,"Euclidean_onehot_SC","Euclidean one-hot",1,0.278194161137693,5.3690364373115,57.833876894731,2,0,0.542000000000002,0.192000000000007,NA
"Simulation_2__n500__interaction__rep005","Simulation_2","n500","interaction",5,26300500,"Ahmad_Dey_SC","Ahmad--Dey distance",1,0.390313146765889,0.0396021714355942,0.391153237608026,2,0,0.0660000000000025,0.185000000000002,NA
"Simulation_3__npg120_profile0-35__aligned__rep001","Simulation_3","npg120_profile0.35","aligned",1,26400100,"Gated_active_average_SC","Gated active average",1,0.241826589664867,17.7352055587293,76.0046615033679,3,0,0.0109999999999957,0.0879999999999939,NA
"Simulation_3__npg120_profile0-35__aligned__rep001","Simulation_3","npg120_profile0.35","aligned",1,26400100,"Package_no_interaction_SC","Package no interaction",1,0.357932135405565,15.9022524145545,64.6767986990137,2,0,0.00900000000001455,0.068000000000012,NA
"Simulation_3__npg120_profile0-35__aligned__rep001","Simulation_3","npg120_profile0.35","aligned",1,26400100,"Gower_SC","Gower",1,0.438440821423279,0.497012050647234,69.2900936260895,3,0,0.146999999999991,0.100999999999999,NA
"Simulation_3__npg120_profile0-35__aligned__rep001","Simulation_3","npg120_profile0.35","aligned",1,26400100,"Modified_Gower_SC","Modified Gower",1,0.426871347922434,0.448165341906708,70.0441580260537,3,0,1.845,0.10899999999998,NA
"Simulation_3__npg120_profile0-35__aligned__rep001","Simulation_3","npg120_profile0.35","aligned",1,26400100,"Euclidean_onehot_SC","Euclidean one-hot",1,0.491395705973133,13.0529243151951,63.061083819011,2,0,1.90600000000001,0.0649999999999977,NA
"Simulation_3__npg120_profile0-35__aligned__rep001","Simulation_3","npg120_profile0.35","aligned",1,26400100,"Ahmad_Dey_SC","Ahmad--Dey distance",1,0.41892902653349,0.533051133948521,65.6575951473975,3,0,0.120999999999981,0.082000000000022,NA
"Simulation_3__npg120_profile0-35__decoupled__rep001","Simulation_3","npg120_profile0.35","decoupled",1,26400100,"Gated_active_average_SC","Gated active average",1,0.304480830292634,15.8779101257943,67.3053003701373,2,0,0.00599999999997181,0.0740000000000123,NA
"Simulation_3__npg120_profile0-35__decoupled__rep001","Simulation_3","npg120_profile0.35","decoupled",1,26400100,"Package_no_interaction_SC","Package no interaction",1,0.304480830292634,15.8779101257943,67.3053003701373,2,0,0.0040000000000191,0.0779999999999745,NA
